,link,name,user rating,Price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Finger Print Sensor,Keyboard,Backlit Keyboard,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Ethernet,Web Camera,Pointer Device,Included Software,Battery Backup,Chipset,Memory Slots,RAM Frequency,RJ45,Sound Chip,Brightness,Laptop Bag,Other Accessories,International Warranty,Wireless WAN,Recovery Options,RPM,Hardware Interface,Face Recognition,System Architecture,Refresh Rate,Antivirus,Multi Card Slot,Lock Port,NFC Support,HDD Capacity,Stylus Included,TGP,VGA Port,Color Gamut,Security Chip,Inbuilt 4G LTE,Cloud Storage,S-video,Dock Port,Firewire Port,RJ11,Read/Write Speed,EMMC Storage Capacity,Optane Memory
384,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-5410-2-1-laptop/p/itma0c1afddbc9f3?pid=COMG9NYDB3PK4YH5&lid=LSTCOMG9NYDB3PK4YH5E5UZYA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_385&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDB3PK4YH5.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 Kg, With MS Office)",4.7,"?89,890","Laptop, Battery, Adapter, Cables and User Manual",INSPIRON 5410,D560634WIN9S,,Inspiron,Platinum Silver,2 in 1 Laptop,Processing & Multitasking,,3 Cell,Yes,GDDR5,,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,1155G7,2.5 GHz upto MaxTurbo Frequency at 4.5 GHz,16,8,NVIDIA GeForce MX350,4,64 bit,Windows 11 Home,,Yes,"2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C with PowerDelivery and Video",1 x HDMI Port (v1.4),Yes,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA Truelife Touch 60Hz Narrow Border Display with Dell Active Pen,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.0,18.3 x 321 x 211,1.5 Kg,Not Available,Yes,Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,HD Webcam,Touchpad and Active Pen,Microsoft Office Home and Student 2021,Upto 6 Hours,,2,3200 MHz,Yes,,,No,,,,,,M.2 SATA,,64,,McAfee,1 x Micro SD Card Reader,Kensington Lock Port,,,,,,,,,,,,,,,,
385,https://www.flipkart.com/dell-vostro-core-i3-10th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3401-thin-light-laptop/p/itm49ca9d83e06ad?pid=COMG9NYDEJDHJZ5Q&lid=LSTCOMG9NYDEJDHJZ5QBWP2UI&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_386&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDEJDHJZ5Q.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light Laptop  (14 inch, Accent Black, 1.58 Kg, With MS Office)",,"?34,990","Laptop, Battery, Adapter, Cables and User Manuals",Vostro 3401,D552226WIN9BE,,Vostro,Accent Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3 Cell,Yes,,,Intel,Core i3,10th Gen,Yes,256 GB,4 GB,DDR4,1005G1,1.2 GHz Upto Max Turbo Frequency at 3.4 GHz,16,4,Intel Integrated HD,2,64 bit,Windows 11 Home,,Yes,"2 x USB 3.2 Gen 1, 1 x USB 2.0",HDMI 1.4,No,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,802.11ac,v5.0,18.1 to 19.9 x 328 x 239,1.58 Kg,Not Available,No,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Available,HD Webcam,Touchpad,Microsoft Office Home and Student 2021,Upto 10 Hours,,2,2666 MHz,Yes,,,No,,,,,5400,M.2 SATA,,64,,McAfee,"SD Media Card Reader (SD, SDHC, SD x C)",Kensington Lock Port,,1 TB,,,,,,,,,,,,,,
386,https://www.flipkart.com/dell-vostro-ryzen-5-quad-core-r5-3450u-8-gb-256-gb-ssd-windows-11-home-3405-thin-light-laptop/p/itm6e166f5d09782?pid=COMG9NYDGGGKQH4G&lid=LSTCOMG9NYDGGGKQH4GPNDPJJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_387&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDGGGKQH4G.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Vostro Ryzen 5 Quad Core R5-3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Laptop  (14 inch, Accent Black, 1.59 Kg, With MS Office)",4.4,"?44,490","Laptop, Battery, Adapter, Cables and User Manual",Vostro 3405,D552233WIN9BE,,Vostro,Accent Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3 Cell,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,256 GB,8 GB,DDR4,R5-3450U,2.1 GHz to Max Turbo Frequency at 3.5 GHz,16,4,AMD Radeon,4,64 bit,Windows 11 Home,,Yes,"2 x USB 3.2 Gen 1, 1 x USB2.0",1 x HDMI 1.4 Port,No,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,802.11ac,v5.0,19.9 x 328 x 239,1.59 Kg,Not Available,No,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,HD Webcam,Touchpad,Microsoft Office Home and Student 2021,Upto 10 Hours,,2,2400 MHz,Yes,,,No,,,,,,M.2 SATA,,64,,McAfee,"SD Media Card Reader (SD, SDHC, SD x C)",Kensington Lock Port,,,,,,,,,,,,,,,,
387,https://www.flipkart.com/dell-inspiron-ryzen-5-hexa-core-r5-5500u-8-gb-512-gb-ssd-windows-11-home-5515-thin-light-laptop/p/itmaea323080cde7?pid=COMG9NYDHYPYFTH5&lid=LSTCOMG9NYDHYPYFTH5YNCRKB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_388&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDHYPYFTH5.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Ryzen 5 Hexa Core R5-5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5515 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.64 Kg, With MS Office)",4.6,"?65,000","Laptop, Battery, Adapter, Cables and User Manual",Inspiron 5515,D560630WIN9S,,Inspiron,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,,4 Cell,Yes,,,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,R5-5500U,2.1 GHz Upto Max Turbo Frequency at 4 GHz,16,8,AMD Radeon,6,64 bit,Windows 11 Home,,Yes,"1 x USB 3.2 Gen 1 Type-C (DP/PowerDelivery), 2 x USB 3.2 Gen 1 Type-A",1 x HDMI Port (v1.4),No,39.62 cm (15.6 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border 250 nits Brightness,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,Intel Wi-Fi 6 AX200 2x2 (Gig+),v5.0,14.16 - 17.99 x 356 x 228,1.64 Kg,Not Available,Yes,Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,HD Webcam,Touchpad,Microsoft Office Home and Student 2021,Upto 10 Hours,,2,3200 MHz,No,,,No,,,,,,M.2 SATA,,64,,McAfee,1 x SD Card Reader,Kensington Lock Port,,,,,,,,,,,,,,,,
388,https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmcc4420f399faf?pid=COMG9NYDK7VGYKU4&lid=LSTCOMG9NYDK7VGYKU4N0GKFO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_389&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDK7VGYKU4.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (14.96 Inch, Platinum Silver, 1.8 kg, With MS Office)",4.2,"?41,990","Laptop, Battery, Adapter, Cables and User Manuals",Inspiron 3511,D560649WIN9S,Inspiron 3511,Inspiron,Platinum Silver,Thin and Light Laptop,Everyday Use,,3 Cell,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1115G4,1.7 GHz Upto Max Turbo Frequency at 4.1 GHz,16 GB,6 MB,Intel Integrated UHD,2,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 ,1 x USB 2.0",1 x HDMI 1.4,No,38.0 cm (14.96 Inch),1920 x 1080 Pixel,Full HD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,358 X 235 x 18.9 mm,1.8 kg,Not Available,No,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Available,HD,Touchpad,,Upto 7 hours,,2,2666 MHz,No,,,No,,,,,,M.2 SATA,,64 bit,,McAfee,"1 x SD Media Card Reader (SD, SDHC, SDXC)",Kensington Lock Port,,,,,No,,,,,,No,No,No,NA,,
389,https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itmc7c75546d5184?pid=COMG9NYDM4TSC8GW&lid=LSTCOMG9NYDM4TSC8GWVPEXAG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_390&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDM4TSC8GW.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kg, With MS Office)",4.1,"?39,490","Laptop, battery, adapter, cables and user manuals",Inspiron 3515,D560707WIN9S,Inspiron 3515,Inspiron,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,,Yes,,,AMD,Ryzen 3 Dual Core,,Yes,256 GB,8 GB,DDR4,3250U,3.5,16,4,AMD Radeon Radeon Graphics,2,64 bit,Windows 11 Home,Windows 11,Yes,"2x USB 3.2 Gen1 ,1x USB 2.0",1x HDMI 1.4 port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,FHD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,189 X 358 X 23.5 mm,1.8 Kg,Not Available,,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Yes,Yes,Touchpad,,Upto 7 hours,,2,2400 MHz,Yes,,,,,,,,,M.2 SATA,,64,,,1x SD Media Card Reader,Kensington Lock Port,,,,,,,,,,,,,,,,
390,https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm67ae72acc7ae0?pid=COMG9NYDRSXBZFUG&lid=LSTCOMG9NYDRSXBZFUGGHQIIE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_391&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDRSXBZFUG.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (14.96 Inch, Platinum Silver, 1.8 Kgs, With MS Office)",4.5,"?43,990","Laptop, battery, adapter, cables and user manuals",Inspiron 3515,D560703WIN9S,Inspiron 3515,Inspiron,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3,Yes,,,AMD,Ryzen 3 Dual Core,,Yes,256 GB,8 GB,DDR4,3250U,3.5,16,4,AMD Radeon Radeon Graphics,2,64 bit,Windows 11 Home,Windows 11,Yes,"2x USB 3.2 Gen1 ,1x USB 2.0",1x HDMI 1.4 port,No,38.0 cm (14.96 Inch),1920 x 1080 Pixel,FHD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,189 X 358 X 23.5 mm,1.8 Kgs,Not Available,,English International Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Yes,Yes,Touchpad,,Upto 7 hours,,2,2666 MHz,Yes,,,,,,,,5400,M.2 SATA,,64,,,1 x SD Media Card Reader,Kensington Lock Port,,1 TB,,,,,,,,,,,,,,
391,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-5518-thin-light-laptop/p/itm22f0e3dac0cab?pid=COMG9NYDUGF7SGWN&lid=LSTCOMG9NYDUGF7SGWNJNH1WY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_392&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDUGF7SGWN.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.64 Kgs, With MS Office)",3.8,"?69,990","Laptop, battery, adapter, cables and user manuals",Inspiron 5518,D560695WIN9S,Inspiron 5518,Inspiron,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,,4,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,11320H,4.5,32,8,Intel Integrated Iris Xe Graphics,4,64 bit,Windows 11 Home,Windows 11,Yes,"1 x USB type C 3.2, 2 x USB Type-A 3.2",1 x HDMI Port (v1.4),No,39.62 cm (15.6 Inch),1920x1080 Pixel,"FHD, WVA AG Narrow Border (250nits Brightness)",Yes,Yes,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.1,179 X 356 X 22.9 mm,1.64 Kgs,Not Available,Yes,Backlit Keyboard + Fingerprint Reader,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,HD,Touchpad,,Upto 6 hours,,2,3200 MHz,No,,,,,,,,,M.2 SATA,,64,,,1 x SD card reader,Kensington Lock Port,,,,,,,,,,,,,,,,
392,https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmd9d1469142a0b?pid=COMG9NYDZ8ZY35CK&lid=LSTCOMG9NYDZ8ZY35CKHDSWNC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_393&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDZ8ZY35CK.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)",4.3,"?48,990","Laptop, Battery, Adapter, Cables and User Manuals",Inspiron 3511,D560648WIN9S,Inspiron 3511,Inspiron,Platinum Silver,Thin and Light Laptop,Everyday Use,,3 Cell,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1115G4,1.7 GHz Upto Max Turbo Frequency at 4.1 GHz,16 GB,6 MB,Intel Integrated UHD,2,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 ,1 x USB 2.0",1 x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,358 X 235 x 18.9 mm,1.8 kg,Not Available,No,English International Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Available,HD,Touchpad,,Upto 7 hours,,2,2666 MHz,No,,,No,,,,,5400,M.2 SATA,,64 bit,,McAfee,"1 x SD Media Card Reader (SD, SDHC, SDXC)",Kensington Lock Port,,1 TB,,,No,,,,,,No,No,No,NA,,
393,https://www.flipkart.com/dell-inspiron-ryzen-5-quad-core-3450u-8-gb-512-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itme452336a0b00d?pid=COMG9QVUMZYBEABM&lid=LSTCOMG9QVUMZYBEABM6ITDZR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_394&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9QVUMZYBEABM.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 Kg, With MS Office)",4.1,"?49,990","Laptop, Battery, Adapter, Cables and User Manual",Inspiron 3515,D560704WIN9S,,Inspiron,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3 Cell,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,DDR4,3450U,2.1 GHz to Max Turbo Frequency at 3.5 GHz,16,4,AMD Radeon,4,64 bit,Windows 11 Home,,Yes,"2 x USB 3.2 Gen1,1 x USB 2.0",1 x HDMI 1.4 Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border Display,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,802.11ac,v5.0,18.9 x 358 x 235,1.8 Kg,Not Available,No,English International Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,HD Webcam,Touchpad,Microsoft Office Home and Student 2021,Upto 7 Hours,,2,2666 MHz,,,,No,,,,,,M.2 SATA,,64,,McAfee,"SD Media Card Reader (SD, SDHC, SDXC)",Kensington Lock Port,,,,,,,,,,,,,,,,
394,https://www.flipkart.com/asus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-x712ea-au521ts-thin-light-laptop/p/itm72c53ae6bf028?pid=COMG96ZHXJKVPB8K&lid=LSTCOMG96ZHXJKVPB8K1UP2DS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_395&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG96ZHXJKVPB8K.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) X712EA-AU521TS Thin and Light Laptop  (17.3 Inch, Transparent Silver, 2.30 KG, With MS Office)",3.5,"?56,850","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",X712EA-AU521TS,90NB0TW1-M04520,X712EA-AU521TS,,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,65W AC Adapter,3,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,1135G7,4.2,,8,Intel Integrated Intel Iris Xe Graphics,4,64 bit,Windows 10 Home,Windows 10 Home,Yes,"1x USB 3.2 Type-A, 1x USB 3.2 Type-C, 2x USB 2.0 Type-A",1x HDMI 1.4,No,43.94 cm (17.3 Inch),1920 x 1080 Pixel,"FHD, (250nits Brightness, 45% NTSC color gamut)",Built-in speaker,Built-in array microphone,4 cores,Wi-Fi 6(802.11ax),v5.0,406.0 x 256.0 x 21.4 mm,2.30 KG,Not Available,Yes,Backlit Chiclet Keyboard,Yes,"48WHrs, 3S1P, 3-cell Li-ion",1 Year onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,720p HD camera,,,,,,,,,,,,,,,,NVMe PCIe,,64,,,1x Micro SD card reader,,,,,,,,,,,,,,,,,
395,https://www.flipkart.com/dell-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-2-graphics-3511-laptop/p/itmf85d0c0fd54e6?pid=COMG8GF3YTWBRAHD&lid=LSTCOMG8GF3YTWBRAHD95MEEG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_396&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG8GF3YTWBRAHD.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 3511 Laptop  (15.6 inch, Platinum Silver, With MS Office)",,"?73,519","Laptop, battery, adapter, cables and user manuals",3511,D560579WIN9S,Inspiron,,Platinum Silver,Laptop,"Everyday Use, Entertainment, Gaming, Performance, Processing & Multitasking, Travel & Business",,,Yes,DDR5,2 GB,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,,,,,NVIDIA GeForce DDR5,,,Windows 10 Home,,,,,No,39.62 cm (15.6 inch),1920 x 1080$$pixels pixel,,,,,,v5.0,,,Not Available,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,,,,,,Upto 6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,https://www.flipkart.com/asus-vivobook-ultra-k15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k513ea-l313ws-laptop/p/itm8a7c362bf195a?pid=COMGA22GGPFGPFZP&lid=LSTCOMGA22GGPFGPFZPFJNF0B&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_397&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMGA22GGPFGPFZP.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"ASUS Vivobook Ultra K15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L313WS Laptop  (15.6 inch, Transparent Silver, 1.8 kg, With MS Office)",5,"?50,940","Laptop,Adaptor & Manual",K513EA-L313WS,90NB0SG2-M00BN0,Vivobook,Vivobook Ultra K15,Transparent Silver,Laptop,"Travel & Business, Processing & Multitasking, Everyday Use, Entertainment",,,Yes,,,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,i3-1115G4,3.0 Ghz With Turbo Upto 4.10,,6 MB,Intel Integrated Intel UHD,2,64 bit,Windows 11 Home,Windows 11,Yes,"2x USB 2.0, 1x USB 3.1 Type A (Gen1), 1x USB 3.1 Type C (Gen 1)",1x HDMI,No,39.62 cm (15.6 inch),1920 x 1080$$pixels pixel,"15.6-inch (39.62 cms) FHD (1920 x 1080) 16:9, LED Backlit OLED 400nits, Glossy IPS-level Panel, 100% DCI-P3 Color Gamut, Pantone Validated, 85% Screen-to-body ratio",harman/kardon Verified,Yes,harmon/ kardon Audio by ICEpower® Built-in speaker Built-in array microphone Built-in microphone harman/kardon (Mainstream) with Cortana support,Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,5.0,,1.8 kg,Not Available,Yes,Backlit Chiclet Keyboard,Yes,,1 Year Manufacturing Warranty,Onsite,Manufacturing Defects,Any Type Of Damage,1 Year,,720p HD,MultiGesture Touchpad,"Windows 11 Home, Microsoft Office Home & Student 2019, 1 Year Mcafee",Upto 6 Hrs.,,,3200 MHz,,,,No,,1 Year,Wi-Fi 6(802.11ax),,,NVMe™ PCIe® 3.0 SSD,,64 Bit,60 Hz,1 Year McAfee,1x Micro SD card reader,,,,,,,,,,,,,,,,,
